index,time,tavg,tmin,tmax,prcp,wdir,wspd,pres
2922,2021-03-01,3.9,-3.2,6.7,4.6,288.0,22.3,1003.4
2923,2021-03-02,-4.8,-10.5,-2.1,0.0,285.0,36.4,1011.7
2924,2021-03-03,0.3,-4.9,10.0,0.0,266.0,19.4,1010.1
2925,2021-03-04,4.1,-2.7,6.1,0.0,308.0,23.8,1005.6
2926,2021-03-05,-1.5,-4.3,2.2,0.0,294.0,29.2,1006.4
2927,2021-03-06,-1.9,-5.5,2.2,0.0,290.0,20.2,1015.3
2928,2021-03-07,-1.4,-5.5,3.3,0.0,308.0,15.8,1024.5
2929,2021-03-08,0.1,-3.8,3.3,0.0,223.0,15.1,1027.8
2930,2021-03-09,7.0,2.2,16.1,0.0,274.0,18.4,1024.7
2931,2021-03-10,5.9,1.1,8.9,0.0,82.0,13.7,1032.7
2932,2021-03-11,9.9,2.2,23.3,0.0,210.0,21.6,1022.2
2933,2021-03-12,14.9,8.3,18.3,0.0,259.0,23.0,1013.6
2934,2021-03-13,6.6,0.0,9.4,0.0,291.0,27.7,1017.5
2935,2021-03-14,4.8,-4.3,9.4,0.0,,27.7,1020.2
2936,2021-03-15,-4.6,-8.2,-1.0,0.0,320.0,30.6,1022.9
2937,2021-03-16,-3.3,-6.6,2.2,0.0,261.0,15.1,1025.3
2938,2021-03-17,4.2,-0.5,11.7,0.0,210.0,15.5,1021.0
2939,2021-03-18,6.2,3.3,9.4,16.8,262.0,17.3,1015.2
2940,2021-03-19,3.8,-0.5,6.7,0.0,349.0,25.6,1020.3
2941,2021-03-20,6.3,0.0,16.1,0.0,280.0,11.9,1031.0
2942,2021-03-21,8.9,2.2,14.4,0.0,84.0,9.7,1033.3
2943,2021-03-22,8.0,1.7,14.4,0.0,157.0,13.3,1029.7
2944,2021-03-23,8.8,3.3,13.9,0.0,116.0,10.8,1026.3
2945,2021-03-24,8.7,4.4,11.7,0.0,77.0,9.0,1023.8
2946,2021-03-25,10.4,7.8,16.7,3.8,50.0,7.9,1017.8
2947,2021-03-26,14.8,11.7,21.1,0.3,214.0,27.7,1005.8
2948,2021-03-27,11.6,6.1,15.0,0.0,350.0,22.3,1017.4
2949,2021-03-28,7.6,5.6,15.0,17.5,128.0,20.9,1011.9
2950,2021-03-29,10.3,5.6,12.2,0.0,281.0,30.6,1007.4
2951,2021-03-30,8.2,2.2,15.6,0.0,202.0,18.4,1027.9
2952,2021-03-31,13.1,6.7,21.1,5.1,193.0,23.4,1019.6
2953,2021-04-01,10.3,1.7,14.4,23.4,323.0,24.1,1006.6
2954,2021-04-02,1.7,-1.6,5.0,0.0,307.0,21.2,1018.3
2955,2021-04-03,3.1,-1.0,10.0,0.0,340.0,13.0,1023.4
2956,2021-04-04,8.6,0.6,16.7,0.0,311.0,17.3,1016.6
2957,2021-04-05,11.2,8.3,14.4,0.0,324.0,26.6,1009.3
2958,2021-04-06,10.9,7.8,16.1,0.0,356.0,13.0,1011.8
2959,2021-04-07,10.9,7.8,14.4,0.0,13.0,11.2,1016.0
2960,2021-04-08,11.6,7.2,13.3,0.0,76.0,14.8,1019.7
2961,2021-04-09,10.3,6.7,15.0,0.0,126.0,14.8,1020.9
2962,2021-04-10,14.8,8.9,25.6,0.0,202.0,15.8,1013.1
2963,2021-04-11,11.4,7.2,15.6,0.0,45.0,22.0,1008.0
2964,2021-04-12,8.3,6.1,10.6,0.0,41.0,20.9,1011.0
2965,2021-04-13,9.6,6.7,14.4,0.0,39.0,16.6,1016.4
2966,2021-04-14,9.4,7.8,10.6,0.0,111.0,15.1,1017.2
2967,2021-04-15,8.9,5.6,12.2,5.6,109.0,20.9,1010.8
2968,2021-04-16,5.7,1.7,7.2,40.6,17.0,31.7,999.7
2969,2021-04-17,5.7,3.9,10.6,2.0,333.0,17.6,1005.6
2970,2021-04-18,10.6,6.7,17.2,0.0,312.0,13.0,1008.1
2971,2021-04-19,12.3,8.9,17.2,0.3,288.0,12.2,1009.8
2972,2021-04-20,16.7,10.6,24.4,0.0,237.0,18.7,1010.6
2973,2021-04-21,15.2,3.3,22.2,6.1,204.0,24.1,1005.4
2974,2021-04-22,5.3,1.1,8.3,0.0,277.0,32.4,1003.7
2975,2021-04-23,8.6,3.3,15.6,0.0,266.0,27.4,1008.9
2976,2021-04-24,15.9,10.0,23.3,0.0,253.0,19.8,1011.5
2977,2021-04-25,13.0,10.0,13.9,2.8,127.0,12.2,1007.5
2978,2021-04-26,10.9,8.3,13.9,0.0,299.0,24.5,1010.2
2979,2021-04-27,11.7,7.2,20.6,0.0,267.0,17.3,1014.7
2980,2021-04-28,13.1,9.4,15.6,5.6,77.0,11.2,1012.4
2981,2021-04-29,9.6,8.9,10.0,22.6,52.0,10.1,1006.5
2982,2021-04-30,12.8,6.1,18.3,3.8,287.0,28.4,992.2
2983,2021-05-01,11.8,6.7,18.3,0.5,292.0,23.0,1005.1
2984,2021-05-02,16.8,10.0,25.0,0.3,244.0,21.6,1005.8
2985,2021-05-03,15.8,10.0,18.3,0.5,55.0,14.4,1011.8
2986,2021-05-04,10.2,8.9,12.8,17.0,50.0,17.3,1009.7
2987,2021-05-05,9.6,8.9,10.0,13.5,55.0,12.6,1007.5
2988,2021-05-06,13.6,10.0,19.4,0.0,311.0,17.3,1009.5
2989,2021-05-07,12.3,8.9,13.3,0.0,56.0,16.6,1014.8
2990,2021-05-08,10.1,7.8,12.8,0.0,44.0,18.4,1011.0
2991,2021-05-09,14.6,9.4,20.6,0.0,263.0,19.8,1012.6
2992,2021-05-10,13.0,9.4,17.2,8.6,121.0,13.0,1010.9
2993,2021-05-11,14.9,10.6,18.9,0.0,273.0,23.8,1013.3
2994,2021-05-12,14.1,8.9,20.6,0.0,289.0,16.9,1017.3
2995,2021-05-13,15.8,10.6,21.7,0.0,290.0,11.9,1020.6
2996,2021-05-14,18.2,13.3,25.0,0.0,255.0,15.8,1020.6
2997,2021-05-15,19.6,16.1,23.3,0.0,190.0,14.4,1021.7
2998,2021-05-16,19.8,14.4,26.1,0.3,251.0,13.7,1022.6
2999,2021-05-17,17.8,12.2,23.9,0.0,129.0,11.2,1024.1
3000,2021-05-18,21.5,15.0,28.9,0.0,278.0,15.1,1022.4
3001,2021-05-19,21.2,14.4,22.2,0.0,72.0,16.6,1025.0
3002,2021-05-20,17.1,12.8,20.6,0.0,115.0,14.0,1031.9
3003,2021-05-21,19.2,13.3,27.8,0.0,208.0,17.3,1030.6
3004,2021-05-22,22.6,16.7,31.7,0.0,208.0,12.6,1019.6
3005,2021-05-23,25.9,16.7,32.2,0.0,295.0,19.8,1011.2
3006,2021-05-24,17.3,12.8,19.4,0.0,96.0,21.2,1024.2
3007,2021-05-25,17.7,11.7,26.1,0.0,213.0,25.6,1021.6
3008,2021-05-26,23.6,17.2,33.3,7.1,219.0,23.4,1013.3
3009,2021-05-27,23.9,16.7,28.3,0.3,287.0,19.4,1011.3
3010,2021-05-28,14.9,7.2,16.7,27.4,57.0,18.4,1019.4
3011,2021-05-29,9.4,8.3,10.6,27.4,45.0,31.7,1019.5
3012,2021-05-30,10.3,10.0,10.6,18.3,47.0,27.7,1023.7
3013,2021-05-31,12.6,10.6,16.7,3.8,325.0,14.8,1020.1
3014,2021-06-01,18.6,12.2,25.0,0.0,247.0,16.6,1022.2
3015,2021-06-02,20.8,14.4,26.1,0.0,192.0,14.8,1022.4
3016,2021-06-03,19.7,15.6,24.4,0.0,194.0,16.2,1017.5
3017,2021-06-04,22.5,18.9,27.2,2.8,226.0,16.6,1011.4
3018,2021-06-05,24.8,17.2,32.8,0.0,230.0,18.0,1010.3
3019,2021-06-06,29.3,21.1,34.4,0.0,254.0,16.2,1014.3
3020,2021-06-07,29.6,22.8,35.6,0.0,222.0,19.8,1016.2
3021,2021-06-08,28.8,23.9,35.0,0.0,242.0,15.1,1015.4
3022,2021-06-09,27.3,23.3,33.3,1.3,316.0,11.2,1013.5
3023,2021-06-10,21.9,15.0,24.4,0.0,62.0,17.6,1017.8
3024,2021-06-11,16.4,13.9,18.9,3.0,115.0,11.9,1017.3
3025,2021-06-12,17.8,15.6,21.7,15.0,145.0,9.0,1011.6
3026,2021-06-13,22.4,16.7,29.4,0.0,228.0,16.6,1011.4
3027,2021-06-14,18.8,15.6,21.1,13.5,170.0,10.1,1012.2
3028,2021-06-15,19.3,16.7,22.8,0.3,65.0,8.3,1006.8
3029,2021-06-16,20.4,17.2,25.0,0.0,307.0,18.4,1007.8
3030,2021-06-17,21.4,15.6,26.7,0.0,284.0,13.3,1012.8
3031,2021-06-18,23.3,15.6,29.4,0.0,231.0,14.4,1013.7
3032,2021-06-19,25.5,20.6,32.8,0.0,233.0,20.5,1006.5
3033,2021-06-20,26.3,21.7,31.7,0.0,227.0,16.9,1007.5
3034,2021-06-21,25.8,20.6,30.6,0.0,195.0,21.6,1005.9
3035,2021-06-22,24.4,17.2,30.6,23.1,260.0,15.5,1004.5
3036,2021-06-23,18.8,15.0,23.9,0.0,314.0,16.2,1018.8
3037,2021-06-24,18.9,15.0,23.3,0.0,107.0,15.8,1028.8
3038,2021-06-25,17.8,16.1,21.1,2.3,80.0,12.6,1026.5
3039,2021-06-26,23.1,18.9,30.0,0.0,209.0,22.0,1023.2
3040,2021-06-27,27.1,23.3,31.7,0.0,217.0,26.3,1020.1
3041,2021-06-28,29.4,23.9,36.1,0.0,230.0,22.7,1019.8
3042,2021-06-29,31.5,26.1,37.2,0.0,253.0,16.9,1019.2
3043,2021-06-30,31.0,22.2,37.8,4.1,237.0,15.8,1013.6
3044,2021-07-01,25.4,20.0,29.4,32.5,249.0,14.4,1010.1
3045,2021-07-02,18.3,15.0,20.6,42.4,39.0,22.7,1009.6
3046,2021-07-03,15.1,13.9,15.6,42.7,30.0,20.9,1010.3
3047,2021-07-04,15.9,14.4,20.0,7.9,10.0,11.9,1012.0
3048,2021-07-05,18.1,13.9,25.6,0.0,65.0,12.2,1018.1
3049,2021-07-06,24.9,20.6,33.3,7.4,230.0,23.8,1012.0
3050,2021-07-07,26.9,21.1,33.3,0.8,262.0,13.7,1012.2
3051,2021-07-08,20.6,17.8,21.7,7.6,43.0,14.4,1017.6
3052,2021-07-09,19.6,17.2,25.6,51.8,24.0,16.9,1010.5
3053,2021-07-10,21.9,17.8,23.3,1.3,38.0,10.8,1015.1
3054,2021-07-11,21.7,16.7,27.8,0.8,180.0,8.3,1019.2
3055,2021-07-12,20.4,18.3,21.7,30.7,50.0,13.0,1021.8
3056,2021-07-13,19.4,18.3,21.1,0.3,63.0,12.6,1025.4
3057,2021-07-14,20.5,18.9,25.6,0.0,73.0,7.6,1021.2
3058,2021-07-15,23.4,21.7,26.1,0.0,62.0,10.1,1017.8
3059,2021-07-16,27.4,23.3,35.0,0.5,223.0,17.6,1014.6
3060,2021-07-17,24.4,21.1,26.1,4.3,64.0,12.6,1018.2
3061,2021-07-18,21.5,19.4,23.3,7.6,43.0,13.7,1016.0
3062,2021-07-19,20.3,19.4,22.8,0.0,64.0,10.8,1013.7
3063,2021-07-20,25.1,20.0,31.1,0.0,266.0,11.5,1011.0
3064,2021-07-21,25.5,20.0,28.9,0.0,278.0,15.1,1010.6
3065,2021-07-22,22.3,18.3,25.6,0.0,3.0,13.0,1015.5
3066,2021-07-23,23.0,20.6,26.7,0.0,335.0,12.2,1018.3
3067,2021-07-24,22.1,17.8,25.0,0.0,67.0,13.7,1018.9
3068,2021-07-25,22.1,20.6,24.4,3.8,203.0,18.0,1013.3
3069,2021-07-26,26.5,21.1,33.9,0.0,255.0,13.0,1010.5
3070,2021-07-27,26.7,20.6,30.6,9.7,307.0,13.7,1012.5
3071,2021-07-28,21.1,18.9,23.9,0.0,63.0,13.7,1015.4
3072,2021-07-29,22.1,18.9,27.2,0.3,205.0,22.3,1013.7
3073,2021-07-30,23.3,18.3,28.9,3.6,304.0,20.5,1005.7
3074,2021-07-31,20.7,16.1,26.1,0.0,284.0,16.9,1012.7
3075,2021-08-01,21.6,16.7,25.6,0.0,183.0,13.7,1012.9
3076,2021-08-02,23.2,18.9,28.3,0.0,278.0,14.4,1011.7
3077,2021-08-03,22.6,18.3,25.0,0.0,129.0,9.0,1019.1
3078,2021-08-04,22.0,18.3,23.9,14.7,105.0,12.2,1020.7
3079,2021-08-05,19.4,18.3,21.7,36.1,25.0,13.7,1018.8
3080,2021-08-06,23.9,19.4,31.7,0.0,200.0,13.0,1019.5
3081,2021-08-07,26.7,21.7,33.3,0.0,228.0,16.6,1016.8
3082,2021-08-08,25.7,21.7,28.9,0.0,57.0,11.5,1018.1
3083,2021-08-09,22.2,20.0,23.9,29.2,51.0,15.1,1021.9
3084,2021-08-10,21.0,19.4,24.4,0.8,46.0,10.8,1020.9
3085,2021-08-11,27.2,22.8,33.9,0.0,205.0,19.1,1015.2
3086,2021-08-12,29.1,24.4,35.6,0.0,231.0,15.5,1013.2
3087,2021-08-13,28.6,24.4,32.8,0.0,166.0,11.5,1015.3
3088,2021-08-14,29.3,25.6,33.3,0.3,264.0,15.5,1015.7
3089,2021-08-15,25.0,21.1,26.7,0.0,32.0,13.3,1021.2
3090,2021-08-16,22.3,18.3,25.6,0.0,50.0,11.9,1023.0
3091,2021-08-17,23.9,19.4,29.4,0.0,211.0,14.8,1022.5
3092,2021-08-18,25.8,22.2,31.7,0.0,211.0,15.1,1022.4
3093,2021-08-19,25.1,22.8,30.6,29.0,167.0,16.9,1015.0
3094,2021-08-20,24.8,22.8,26.7,1.3,158.0,10.1,1010.7
3095,2021-08-21,25.0,22.2,28.3,0.0,78.0,13.0,1013.9
3096,2021-08-22,22.4,21.1,23.9,19.3,64.0,28.4,1010.6
3097,2021-08-23,22.6,20.6,24.4,42.9,84.0,15.1,1011.1
3098,2021-08-24,25.1,21.7,32.8,0.0,311.0,13.0,1010.7
3099,2021-08-25,29.0,24.4,34.4,0.0,301.0,9.4,1017.5
3100,2021-08-26,29.3,23.9,35.6,0.0,222.0,11.2,1017.7
3101,2021-08-27,28.6,23.3,32.2,0.0,36.0,13.7,1018.2
3102,2021-08-28,22.1,17.8,23.9,1.8,70.0,19.8,1026.5
3103,2021-08-29,19.8,17.8,22.8,2.0,136.0,10.8,1022.9
3104,2021-08-30,25.2,21.7,31.1,0.5,222.0,19.8,1011.3
3105,2021-08-31,26.2,22.8,28.9,0.0,265.0,16.6,1006.9
3106,2021-09-01,22.5,16.1,23.9,42.9,318.0,13.7,1010.1
3107,2021-09-02,19.0,16.1,25.0,64.5,347.0,23.4,1007.2
3108,2021-09-03,19.7,15.0,25.0,0.0,300.0,16.9,1014.0
3109,2021-09-04,21.7,17.2,27.2,0.0,276.0,15.8,1013.8
